PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Nr_of_rms,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Commercial,2310097000,4402 N 27TH ST,,1,6234,Billboard,,0,0,0,0,1,0,0,0,3272,2006-02,195000
Commercial,3540060000,413 E NORTH AV,,6,6266,Day Care Center,,1,1895,0,4800,1,0,0,0,5280,2006-02,77500
Commercial,5959866119,108 W LAYTON AV,,13,6440,Fast Food Operation,,1,1996,0,2195,1,0,0,0,24460,2006-02,1010500
Commercial,1020631000,7242 N TEUTONIA AV,,1,6440,Fast Food Operation,,1,1978,0,2095,1,0,0,0,32583,2006-02,1196000
Commercial,2499997000,4400 N 60TH ST,,2,6440,Fast Food Operation,,1,1992,0,1939,1,0,0,0,27033,2006-02,1224000
Commercial,2860482100,3411 W BURLEIGH ST,,7,6440,Fast Food Operation,,1,1981,0,1901,1,0,0,0,16890,2006-02,1195500
Commercial,3920978100,241 N BROADWAY ,,4,6296,Multi Story Warehouse,,6,1912,0,99450,1,0,0,0,19662,2006-02,12450000
Commercial,3251451100,2341 N 25TH ST,,15,6453,Office Warehouse Park - multi tenants,,1,2000,0,60684,1,0,0,0,134992,2006-02,3128400
Commercial,4991411000,202 E SMITH ST,,14,6282,Service Building,,1,1960,0,3600,1,0,0,0,3816,2006-02,180000
Commercial,3641384000,2409 W VLIET ST,,4,6254,Service Building,,1,1907,0,1780,1,0,0,0,3750,2006-02,30000
Commercial,1920372000,3400 W VILLARD AV,,1,6232,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1896,0,6434,1,0,0,0,4440,2006-02,150000
Commercial,4311073000,719 S 5TH ST,,12,6275,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1890,0,3593,1,0,0,0,3360,2006-02,352000
Commercial,4700430000,2201 S 20TH ST,,8,6281,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1908,0,2970,1,0,0,0,2275,2006-02,100000
Commercial,4590048000,2037 W GREENFIELD AV,,8,6277,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1894,0,2832,1,0,0,0,5200,2006-02,135000
Commercial,4570108000,3535 W GREENFIELD AV,,8,6274,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1912,0,2522,1,0,0,0,2700,2006-02,92500
Commercial,3661713100,3710 W VLIET ST,,15,6254,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1909,0,2462,1,0,0,0,10240,2006-02,92000
Commercial,3291133000,5631 W CENTER ST,,10,6250,Store Building - Multiple Tenants,,1,1945,0,1790,1,0,0,0,4500,2006-02,52000
Commercial,5020063000,3056 S DELAWARE AV,,14,6282,"Store Building - Single tenant, 1 story",,1,1925,0,3440,1,0,0,0,4800,2006-02,310000
Commercial,1069995211,6922 W GOOD HOPE RD,,9,6206,"Store Building - Single tenant, 1 story",,1,1986,0,1920,1,0,0,0,24060,2006-02,325000
Commercial,4703501000,2245 S MUSKEGO AV,,8,6278,Tavern,,2,1913,0,2226,1,0,0,0,1259,2006-02,47000
Commercial,5470227000,3631 S CLEMENT AV,,14,6282,Tavern,,2,1929,0,2042,1,0,0,0,5400,2006-02,165000
Commercial,4720163000,2066 S 37TH ST,,8,6274,Tavern,,1,1900,0,1912,1,0,0,0,7200,2006-02,90000
Commercial,1400292000,6650 N INDUSTRIAL RD,,9,6422,Trucking Terminal,,1,1991,0,7000,1,0,0,0,172106,2006-02,525000
Commercial,5340932000,3201 S 20TH ST,,13,6420,Warehouse Building - 1 Story,,1,1918,0,20089,1,0,0,0,291416,2006-02,2225000
Commercial,3251011000,2525 W FOND DU LAC AV,,15,6256,Warehouse Building - 1 Story,,1,1949,0,2100,1,0,0,0,4500,2006-02,52500
Residential,3190406000,2565 N CRAMER ST,,3,3170,AP 1,Stucco,2,1916,0,2800,4,2,1,0,5080,2006-03,250000
Condominium,4280718000,130 S WATER ST,WATERFRONT CONDO,12,5394,APARTMENT,,1,2004,4,930,1,1,1,0,0,2006-03,297500
Lg Apartment,2080157100,5045 N HOPKINS ST,"26: 1-Br ,6: 2-Br ",1,6971,"Apartment: 26: 1-Br ,6: 2-Br  Units",,2,1955,0,21004,1,0,0,0,40018,2006-03,790000
Commercial,4320020100,1202 W GREENFIELD AV,,12,6277,Auto & Auto Body Repair,,1,1940,0,1661,1,0,0,0,3605,2006-03,166000
Commercial,1769997210,8200 W SILVER SPRING DR,,2,6441,Billboard,,0,0,0,0,1,0,0,0,109305,2006-03,3230000
Commercial,1769997210,8200 W SILVER SPRING DR,,2,6441,Billboard,,0,0,0,0,1,0,0,0,109305,2006-03,3300000
Commercial,2300688000,2838 W ATKINSON AV,,1,6234,Billboard,,0,0,0,0,1,0,0,0,4593,2006-03,99500
Commercial,4000401110,2501 W ST PAUL AV,,8,6270,Billboard,,0,0,0,0,1,0,0,0,30971,2006-03,340000
Commercial,4711210000,2724 W LINCOLN AV,,8,6283,Duplex Old/Style,,2,1893,0,2420,1,0,0,0,7170,2006-03,210000
Commercial,3220789100,2460 N MARTIN L KING JR DR,,6,6440,Fast Food Operation,,1,1990,0,2596,1,0,0,0,22500,2006-03,481200
Commercial,2640120100,7284 W APPLETON AV,,10,6475,Motel,,2,1958,0,13929,1,0,0,0,28800,2006-03,1350000
Commercial,5031112000,3064 S KINNICKINNIC AV,,14,6282,Office Building - 1 Story,,1,1963,0,1365,1,0,0,0,4839,2006-03,210000
Commercial,1110021000,11200 W PARK PL,,5,6460,Office Building - Class A,,12,1983,0,210744,1,0,0,0,343039,2006-03,27600000
Commercial,2700318000,2007 W CAPITOL DR,,6,6234,Office Building - Multi Story ( Ofc & Apt),,2,1950,0,2474,1,0,0,0,4290,2006-03,170000
Commercial,2670202000,5001 W FOND DU LAC AV,,7,6244,Residence With Commercial Usage,,2,1925,0,1828,1,0,0,0,4800,2006-03,165000
Commercial,5350015000,3407 S 16TH ST,,13,6284,Residence With Commercial Usage,,1,1920,0,1633,1,0,0,0,4500,2006-03,130000
Commercial,3921569000,802 N VAN BUREN ST,,4,6460,Rooming House - 8 or more units,,3,1896,0,5256,1,0,0,0,2310,2006-03,479000
Commercial,3491008120,2100 N 30TH ST,,15,6254,Salvage Yard,,1,1908,0,908,1,0,0,0,25283,2006-03,29000
Commercial,3501919000,2402 W LISBON AV,,15,6254,Service Building,,2,1904,0,6420,1,0,0,0,3220,2006-03,200000
Commercial,3850304000,1136 N 54TH ST,,10,6252,Service Building,,1,1951,0,1800,1,0,0,0,4530,2006-03,82500
Commercial,3049976000,3075 N 72ND ST,,10,6226,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1954,0,6525,1,0,0,0,5313,2006-03,350000
Commercial,5811101100,4200 S HOWELL AV,,13,6290,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1962,0,6192,1,0,0,0,8450,2006-03,347000
Commercial,3490951100,2800 W LISBON AV,,15,6254,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1930,0,4579,1,0,0,0,3456,2006-03,147000
Commercial,3211539000,2501 N HOLTON ST,,6,6260,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1890,0,3988,1,0,0,0,3600,2006-03,137000
Commercial,3880651000,3419 W STATE ST,,4,6270,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1922,0,3950,1,0,0,0,2850,2006-03,86900
Commercial,3522059000,2220 N TEUTONIA AV,,15,6256,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1890,0,3060,1,0,0,0,3600,2006-03,65000
Commercial,4610675000,1029 W MAPLE ST,,12,6278,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1890,0,2804,1,0,0,0,3600,2006-03,30000
Commercial,4971232000,1021 W LINCOLN AV,,12,6281,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1892,0,2691,1,0,0,0,3600,2006-03,120000
Commercial,3461623000,5211 W NORTH AV,,10,6250,Store Building - Multiple Tenants,,1,1925,0,6398,1,0,0,0,4800,2006-03,132500
Commercial,1760365112,5959 N 76TH ST,,2,6214,"Store Building - Single tenant, 1 story",,1,1970,0,1681,1,0,0,0,13404,2006-03,225000
Commercial,2879956000,3924 W FOND DU LAC AV,,7,6242,"Store Building - Single tenant, 1 story",,1,1939,0,1680,1,0,0,0,7140,2006-03,72000
Commercial,2640526000,7212 W APPLETON AV,,10,6226,"Store Building - Single tenant, 1 story",,1,1955,0,1248,1,0,0,0,4800,2006-03,58900
Commercial,2450598120,2620 W CAPITOL DR,,1,6418,Svc Station w Conv and Carwash,,1,1987,0,1602,1,0,0,0,20460,2006-03,575000
Commercial,2510408000,7210 W CAPITOL DR,,2,6230,Used Car Sale,,1,1965,0,5700,1,0,0,0,19440,2006-03,400000
Commercial,3540994000,904 E PEARSON ST,,3,6264,Warehouse Building - 1 Story,,1,1900,0,4433,1,0,0,0,2700,2006-03,300000
Commercial,3291646000,5301 W LISBON AV,,10,6250,Auto & Auto Body Repair,,1,1938,0,1699,1,0,0,0,8750,2006-04,105000
Commercial,4701218000,2300 W LINCOLN AV,,8,6281,Auto & Auto Body Repair,,1,1927,0,910,1,0,0,0,3600,2006-04,80000
Commercial,2680102000,3915 W CAPITOL DR,,7,6244,Medical Clinic,,1,1947,0,2658,1,0,0,0,2790,2006-04,150000
Commercial,3111119000,2816 N TEUTONIA AV,,15,6256,Multi Story Warehouse,,2,1953,0,1216,1,0,0,0,12670,2006-04,67000
Commercial,5770204100,2031 W HOWARD AV,,13,6284,Office Building - Multi Story ( Ofc & Apt),,2,1953,0,8608,1,0,0,0,9342,2006-04,337500
Commercial,4200163110,112 S 68TH ST,,10,6413,Quick Oil Change,,1,1987,0,5142,1,0,0,0,17500,2006-04,2063000
Commercial,3600225000,1017 E BRADY ST,,3,6264,Residence With Commercial Usage,,2,1885,0,3273,1,0,0,0,4050,2006-04,326000
Commercial,3560229000,2140 N PROSPECT AV,,3,6262,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1934,0,7998,1,0,0,0,18000,2006-04,1000000
Commercial,4591033000,2101 W MITCHELL ST,,8,6278,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1927,0,5222,1,0,0,0,3446,2006-04,175000
Commercial,3210804000,831 E CLARKE ST,,3,6260,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1899,0,4018,1,0,0,0,3000,2006-04,160000
Commercial,2620415000,8420 W LISBON AV,,5,6226,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1953,0,3668,1,0,0,0,4800,2006-04,200000
Commercial,4611346000,1104 W HISTORIC MITCHELL ST,,12,6280,"Store Building - Single tenant, 1 story",,1,1930,0,3600,1,0,0,0,3600,2006-04,270000
Vacant Land,50128000,7836 W ANGELA AV,,9,40,**,,0,0,0,0,0,0,0,0,12778,2006-04,16000
Residential,3130309000,2823 N 2ND ST,,6,2930,Duplex O/S,Brick,2,1908,0,2646,2,6,2,0,6000,2006-05,124100
Lg Apartment,3550073000,1503 E KANE PL,10: 1-Br ,3,6974,Apartment: 10: 1-Br  Units,,3,1896,0,17510,1,0,0,0,9270,2006-05,1815000
Lg Apartment,3881707000,3017 W HIGHLAND BL,24: 1-Br ,4,6976,Apartment: 24: 1-Br  Units,,3,1964,0,17679,1,0,0,0,11353,2006-05,767000
Lg Apartment,3650084110,2710 W JUNEAU AV,6: 1-Br ,4,6976,Apartment: 6: 1-Br  Units,,3,1969,0,14250,1,0,0,0,17900,2006-05,533000
Commercial,1369963100,6767 N TEUTONIA AV,,1,6216,Auto & Auto Body Repair,,1,1962,0,2872,1,0,0,0,27384,2006-05,121000
Commercial,2680101000,3905 W CAPITOL DR,,7,6244,Auto & Auto Body Repair,,1,1947,0,1570,1,0,0,0,8835,2006-05,80000
Commercial,3290150000,5920 W NORTH AV,,10,6252,Billboard,,0,0,0,0,1,0,0,0,9600,2006-05,550000
Commercial,3131902000,2817 N MARTIN L KING JR DR,,6,6258,Cottage,,1,1900,0,938,1,0,0,0,4500,2006-05,65000
Commercial,3190949000,1904 E BELLEVIEW PL,,3,6449,"Licensed Res Care Facility,  Halfway House, etc.",,3,1908,0,23045,1,0,0,0,19685,2006-05,1200000
Commercial,2550058312,10012 W CAPITOL DR,,5,6226,Office Building - Multi Story ( Ofc & Apt),,2,1961,0,15600,1,0,0,0,21416,2006-05,810000
Commercial,4610403000,1408 S 11TH ST,,12,6450,"Post Office, Social Security Building",,1,1957,0,7920,1,0,0,0,12600,2006-05,500000
Commercial,4310106000,1022 S 1ST ST,,12,6275,Sit Down Restaurant,,1,1948,0,4234,1,0,0,0,6000,2006-05,250000
Commercial,3840184100,6310 W BLUE MOUND RD,,10,6272,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1949,0,9463,1,0,0,0,14883,2006-05,620000
Commercial,2870787000,3900 W BURLEIGH ST,,7,6242,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1926,0,6148,1,0,0,0,4440,2006-05,214000
Commercial,3210736000,825 E CENTER ST,,3,6260,"Store Bldg - Multi Story (Store & Apt, Store & O",,2.5,1931,0,4466,1,0,0,0,3600,2006-05,250000
Commercial,5071146000,2900 S 10TH ST,,14,6284,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1915,0,4348,1,0,0,0,3416,2006-05,150000
Commercial,2260549000,6422 W FOND DU LAC AV,,2,6230,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1959,0,4085,1,0,0,0,5331,2006-05,147500
Commercial,4311182000,920 S 2ND ST,,12,6275,"Store Bldg - Multi Story (Store & Apt, Store & O",,3,1890,0,3732,1,0,0,0,2447,2006-05,340000
Commercial,2851220000,2460 W HOPKINS ST,,6,6240,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1926,0,3380,1,0,0,0,3600,2006-05,111000
Commercial,4320778000,639 W NATIONAL AV,,12,6275,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1888,0,2600,1,0,0,0,3500,2006-05,380000
Commercial,4591210000,2517 W GREENFIELD AV,,8,6277,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1912,0,2398,1,0,0,0,4130,2006-05,130000
Commercial,3060203000,5501 W BURLEIGH ST,,10,6244,Store Building - Multiple Tenants,,1,1948,0,2389,1,0,0,0,6813,2006-05,203000
Commercial,4590516000,1732 S MUSKEGO AV,,8,6278,Store Building - Multiple Tenants,,1,1922,0,1728,1,0,0,0,3420,2006-05,125000
Commercial,2640101100,7201 W CAPITOL DR,,10,6230,"Store Building - Single tenant, 1 story",,1,1961,0,28791,1,0,0,0,28060,2006-05,570000
Commercial,4600231000,1352 W WINDLAKE AV,,12,6281,"Store Building - Single tenant, 1 story",,1,1961,0,2118,1,0,0,0,3625,2006-05,120000
Commercial,2679989000,4919 W CAPITOL DR,,7,6244,"Store Building - Single tenant, 1 story",,1,1959,0,2039,1,0,0,0,7148,2006-05,299500
Commercial,5489901000,3600 S CHASE AV,,14,6282,"Store Building - Single tenant, 1 story",,1,1954,0,1122,1,0,0,0,10718,2006-05,160000
Commercial,3460142200,5909 W NORTH AV,,10,6252,"Store Building - Single tenant, 1 story",,1,1950,0,780,1,0,0,0,2000,2006-05,150000
Commercial,7169996114,6325 S 20TH ST,,13,6290,Strip Shopping Center,,1,1968,0,6440,1,0,0,0,34198,2006-05,570000
Commercial,3920973000,124 N WATER ST,,4,6296,Tavern,,2,1904,0,4607,1,0,0,0,8691,2006-05,990000
Commercial,2822206000,419 W KEEFE AV,,6,6240,Tavern,,2,1953,0,4512,1,0,0,0,4400,2006-05,118000
Commercial,3221016000,2569 N VEL R PHILLIPS AV,,6,6258,Tavern,,2,1865,0,3072,1,0,0,0,6000,2006-05,135000
Commercial,4991263000,2422 S HOWELL AV,,14,6282,Tavern,,2,1906,0,2930,1,0,0,0,3600,2006-05,65000
Commercial,2120867100,4800 N 76TH ST,,2,6226,Used Car Sale,,1,1958,0,1302,1,0,0,0,17332,2006-05,144000
Commercial,1929993100,5301 N HOPKINS ST,,1,6455,Warehouse Building - 1 Story,,1,1957,0,87741,1,0,0,0,117612,2006-05,880000
Commercial,830731000,7701 N 67TH ST,,9,6208,Warehouse Building - 1 Story,,1,1996,0,26266,1,0,0,0,142746,2006-05,1450000
Residential,3881805000,2813 W STATE ST,,4,2300,Duplex O/S,Frame,2,1908,0,3466,2,6,4,0,4230,2006-06,176800
Residential,3080013000,3033 N 35TH ST,,7,2960,AP 1,Frame,2,1913,0,3476,4,9,1,0,5040,2006-06,104000
Residential,2480354000,4113 N 47TH ST,,7,1680,Cottage,Frame,1,1932,0,761,1,3,1,0,4680,2006-06,31100
Lg Apartment,3620404000,1602 N 10TH ST,"148: 1-Br ,1: 2-Br ",6,6975,"Apartment: 148: 1-Br ,1: 2-Br  Units",,2,1971,0,91080,1,0,0,0,150750,2006-06,3500000
Commercial,1549981110,6300 N 76TH ST,,2,6420,Auto & Auto Body Repair,,1,1957,0,13919,1,0,0,0,130680,2006-06,490000
Commercial,2480818000,4302 W CAPITOL DR,,7,6418,Billboard,,0,0,0,0,1,0,0,0,17940,2006-06,1105000
Commercial,4961719000,1919 W LINCOLN AV,,12,6281,Billboard,,0,0,0,0,1,0,0,0,4200,2006-06,170000
Commercial,5409999000,3383 S KINNICKINNIC AV,,14,6282,Billboard,,0,0,0,0,1,0,0,0,8543,2006-06,400000
Commercial,5810055000,3946 S HOWELL AV,,13,6290,Billboard,,0,0,0,0,1,0,0,0,4008,2006-06,160000
Commercial,1029968100,7410 N TEUTONIA AV,,1,6216,Cape Cod,,1,1934,0,1485,1,0,0,0,11196,2006-06,201000
Commercial,3220789100,2460 N MARTIN L KING JR DR,,6,6440,Fast Food Operation,,1,1990,0,2596,1,0,0,0,22500,2006-06,584200
Commercial,1820242100,5595 N LOVERS LANE RD,,5,6212,Laundromat,,1,1995,0,6872,1,0,0,0,37322,2006-06,650000
Commercial,1060112000,7330 W GOOD HOPE RD,,9,6423,Mini Warehouse,,1,2001,0,42500,1,0,0,0,136343,2006-06,765000
Commercial,2510179100,7230 W CAPITOL DR,,2,6230,Office Building - Multi Story ( Ofc & Apt),,2,1958,0,14676,1,0,0,0,11520,2006-06,925000
Commercial,820021000,7241 W PARKLAND CT,,9,6208,Parking Lot,,0,0,0,0,1,0,0,0,131116,2006-06,335000
Commercial,6860002000,6110 S HOWELL AV,,13,6290,Service Building,,1,1970,0,3200,1,0,0,0,20586,2006-06,220000
Commercial,6860003000,6120 S HOWELL AV,,13,6290,Service Building,,1,1980,0,3200,1,0,0,0,20499,2006-06,220000
Commercial,4660327000,2224 S KINNICKINNIC AV,,14,6282,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1875,0,4536,1,0,0,0,5050,2006-06,265000
Commercial,3251004000,2623 W FOND DU LAC AV,,15,6256,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1912,0,4293,1,0,0,0,4610,2006-06,71000
Commercial,3880650000,964 N 35TH ST,,4,6270,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1920,0,3240,1,0,0,0,4133,2006-06,129500
Commercial,3271076000,3805 W CENTER ST,,15,6242,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1922,0,2800,1,0,0,0,4440,2006-06,55000
Commercial,1930705100,3030 W VILLARD AV,,1,6415,"Store Building - Single tenant, 1 story",,1,1998,0,13296,1,0,0,0,40646,2006-06,2350000
Commercial,2490511110,5225 W FOND DU LAC AV,,2,6230,"Store Building - Single tenant, 1 story",,1,1987,0,10200,1,0,0,0,29640,2006-06,600000
Commercial,3080001110,3501 W BURLEIGH ST,,7,6242,"Store Building - Single tenant, 1 story",,1,2004,0,6000,1,0,0,0,13397,2006-06,520000
Commercial,5800008000,3979 S HOWELL AV,,13,6290,"Store Building - Single tenant, 1 story",,1,1941,0,1650,1,0,0,0,3850,2006-06,134900
Commercial,319996110,6900 W BROWN DEER RD,,9,6202,Strip Shopping Center,,1,1974,0,25600,1,0,0,0,67320,2006-06,1300000
Commercial,4342114000,2028 W GREENFIELD AV,,8,6277,Tavern,,2,1905,0,3954,1,0,0,0,3600,2006-06,115000
Commercial,4200907100,604 S 64TH ST,,10,6272,Tavern,,1,1928,0,3814,1,0,0,0,7822,2006-06,275000
Commercial,2270406000,5803 W HAMPTON AV,,7,6218,Used Car Sale,,1,1940,0,1204,1,0,0,0,4800,2006-06,130000
Commercial,1569993211,5341 W WOOLWORTH AV,,9,6420,Warehouse Building - 1 Story,,1,1970,0,110000,1,0,0,0,239972,2006-06,1270000
Commercial,2731743113,274 E KEEFE AV,,6,6238,Warehouse Building - 1 Story,,1,1922,0,2562,1,0,0,0,7200,2006-06,26000
Vacant Land,4990203000,2301 S BURRELL ST,,14,6282,Commercial Land,,0,0,0,0,1,0,0,0,3120,2006-06,194200
Residential,2819989000,3276 N RICHARDS ST,,6,2900,AP 1,Frame,2,1905,0,3346,4,4,1,0,4551,2006-07,216000
Residential,3491731000,2915 W BROWN ST,,15,2420,AP 1,Frame,2,1899,0,4225,4,9,1,0,4520,2006-07,135000
Condominium,2620714000,903414 W LISBON AV,VILLA DU COURS (ATRIUM),5,5221,MIXED STYLES,,2,1975,5,1183,1,2,1,1,0,2006-07,51500
Lg Apartment,3881530000,2809 W HIGHLAND BL,30: 1-Br ,4,6976,Apartment: 30: 1-Br  Units,,3,1962,0,23535,1,0,0,0,14532,2006-07,912500
Lg Apartment,3880133000,2835 W KILBOURN AV,"33: 1-Br ,3: 2-Br ",4,6976,"Apartment: 33: 1-Br ,3: 2-Br  Units",,3,1963,0,26595,1,0,0,0,16100,2006-07,1095000
Lg Apartment,3881534100,2841 W HIGHLAND BL,"45: 1-Br ,3: 2-Br ",4,6976,"Apartment: 45: 1-Br ,3: 2-Br  Units",,0,1963,0,0,1,0,0,0,0,2006-07,1642500
Lg Apartment,5989978111,4649 S 23RD ST,24: 2-Br ,13,6980,Apartment: 24: 2-Br  Units,,2,1963,0,19568,1,0,0,0,60846,2006-07,1600000
Commercial,3291602100,5401 W LISBON AV,,10,6250,Auto & Auto Body Repair,,1,1948,0,3890,1,0,0,0,9046,2006-07,139300
Commercial,3660533000,3907 W VLIET ST,,15,6254,Billboard,,0,0,0,0,1,0,0,0,3600,2006-07,20000
Commercial,4702202000,2047 S MUSKEGO AV,,8,6278,Billboard,,0,0,0,0,1,0,0,0,5040,2006-07,149900
Commercial,2640606100,7012 W APPLETON AV,,10,6475,Motel,,1,1949,0,5145,1,0,0,0,25200,2006-07,750000
Commercial,2529999100,7600 W CAPITOL DR,,5,6452,Neighborhood Center,,1,1956,0,92544,1,0,0,0,284185,2006-07,11460000
