PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Nr_of_rms,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Residential,3010250000,9318 W CENTER ST,,5,2120,Cape Cod,Frame,1,1952,0,1417,1,3,1,1,6960,2014-01,100000
Residential,2921007000,3406 N 77TH ST,,5,2040,Cape Cod,Aluminum / Vinyl,1,1952,0,1260,1,3,2,0,4859,2014-01,113200
Residential,2920479000,3126 N 79TH ST,,5,2100,Cape Cod,Brick,1,1949,0,1208,1,3,1,0,5248,2014-01,117900
Residential,1120009000,7346 N CASSIE AV,,5,820,Colonial,Fiber-Cement,2,2011,0,3181,1,4,2,1,10117,2014-01,344415
Residential,2230504000,9026 W GRANTOSA DR,,5,1460,Ranch,Aluminum / Vinyl,1,1977,0,1594,1,3,2,0,7080,2014-01,153800
Residential,2550033000,10065 W FIEBRANTZ AV,,5,1460,Ranch,Frame,1,1957,0,1192,1,3,1,0,15252,2014-01,86500
Residential,2940565000,3354 N 99TH ST,,5,2100,Ranch,Aluminum / Vinyl,1,1962,0,1038,1,2,1,1,6000,2014-01,82500
Residential,1840121000,10428 W RAE AV,,5,1040,Ranch,Brick,1,1956,0,923,1,3,1,0,8400,2014-01,87000
Residential,3031347000,3048 N 83RD ST,,5,2080,Ranch,Aluminum / Vinyl,1,1949,0,784,1,3,2,0,6400,2014-01,119400
Residential,2162483000,10608 W HAMPTON AV,,5,1040,Triplex,Masonry / Frame,2,1978,0,2670,3,5,3,1,8250,2014-01,122000
Residential,2820394000,3242 N 2ND ST,,6,2900,Dplx Bungalow,Aluminum / Vinyl,2,1919,0,2321,2,6,2,0,4270,2014-01,20000
Residential,2819989000,3276 N RICHARDS ST,,6,2900,Duplex O/S,Frame,2,1905,0,3346,2,4,4,0,4551,2014-01,45000
Residential,2811820000,3159 N BOOTH ST,,6,2800,Duplex O/S,Frame,2,1895,0,2484,2,5,2,0,3600,2014-01,85000
Residential,3211782000,2733 N BOOTH ST,,6,2810,Residence O/S,Aluminum / Vinyl,1.5,1894,0,2043,1,4,2,0,3600,2014-01,112000
Residential,3130721000,3015 N PALMER ST,,6,2930,Residence O/S,Frame,1,1895,0,992,1,2,1,0,2660,2014-01,15000
Residential,2812620000,3414 N BOOTH ST,,6,2800,Residence O/S,Aluminum / Vinyl,1,1897,0,976,1,3,1,0,3600,2014-01,80000
Residential,3131819000,2919 N PALMER ST,,6,2930,Residence O/S,Aluminum / Vinyl,1,1900,0,976,1,4,1,0,4500,2014-01,15000
Residential,2470827000,3730 W HOPE AV,,7,1680,Cape Cod,Frame,1.5,1950,0,1649,1,3,1,1,6360,2014-01,62000
Residential,2470564000,4083 N MONTREAL ST,,7,1680,Cape Cod,Brick,1,1956,0,1607,1,4,3,0,4800,2014-01,119900
Residential,2660107000,3824 N 54TH BL,,7,1830,Cape Cod,Aluminum / Vinyl,1,1948,0,1500,1,3,2,0,4800,2014-01,104500
Residential,2681294000,3608 W ROOSEVELT DR,,7,1740,Cape Cod,Brick,1,1952,0,1339,1,3,1,0,4800,2014-01,40000
Residential,2670430000,4557 W SPENCER PL,,7,1820,Cape Cod,Brick,1.5,1937,0,1064,1,2,1,0,5120,2014-01,62000
Residential,4940760000,2335 S 32ND ST,,8,4000,Duplex O/S,Aluminum / Vinyl,2,1900,0,1958,2,4,3,0,3780,2014-01,100000
Residential,4700017100,2125A W ROGERS ST,,8,4120,Duplex O/S,Aluminum / Vinyl,1.5,1850,0,1513,2,3,2,0,6077,2014-01,62000
Residential,1430486000,6466 N 83RD ST,,9,480,Ranch,Brick,1,1959,0,1185,1,3,1,1,7740,2014-01,85500
Residential,720616000,9442 W GOODRICH AV,,9,240,Ranch,Aluminum / Vinyl,1,1980,0,1077,1,3,1,1,9060,2014-01,102000
Residential,4190324000,139 S 73RD ST,,10,2720,Cape Cod,Brick,1,1952,0,1224,1,3,2,1,5490,2014-01,163000
Residential,4180213000,221 S 79TH ST,,10,2720,Cape Cod,Aluminum / Vinyl,1,1949,0,1012,1,3,1,0,5880,2014-01,92000
Residential,3461201000,1728 N 58TH ST,,10,2540,Milwaukee Bungalow,Stucco,1,1924,0,1697,1,4,2,0,4641,2014-01,202000
Residential,3680219000,1418 N 58TH ST,,10,2600,Milwaukee Bungalow,Frame,1,1924,0,1556,1,4,1,0,4760,2014-01,178000
Residential,4180134000,149 S 77TH ST,,10,2720,Milwaukee Bungalow,Aluminum / Vinyl,1,1924,0,1204,1,4,1,0,5200,2014-01,92000
Residential,4090587000,535 N 92ND ST,,10,2760,Ranch,Aluminum / Vinyl,1,1951,0,1180,1,2,1,0,7500,2014-01,128500
Residential,3040488000,2861 N 75TH ST,,10,2080,Ranch,Stone,1,1940,0,1044,1,2,1,1,5720,2014-01,99400
Residential,3049994100,7150 W CHAMBERS CT,,10,2080,Split Level,Brick,1,1960,0,2031,1,3,2,1,7200,2014-01,135000
Residential,5330926000,3344 S 35TH ST,,11,4400,Cape Cod,Brick,1.5,1949,0,1824,1,3,1,1,7000,2014-01,120000
Residential,5560462000,3755 S 53RD ST,,11,4420,Cape Cod,Brick,1.5,1952,0,1651,1,2,2,0,4880,2014-01,132000
Residential,5310611000,3167 S 43RD ST,,11,4410,Cape Cod,Aluminum / Vinyl,1,1950,0,1241,1,3,1,0,5280,2014-01,124000
Residential,5320143000,3470 S 39TH ST,,11,4410,Cape Cod,Aluminum / Vinyl,1,1947,0,1088,1,3,1,1,5160,2014-01,120200
Residential,5280704000,3220 S 76TH ST,,11,4340,Duplex N/S,Brick,1.5,1956,0,2427,2,4,2,0,7560,2014-01,160000
Residential,5140608000,2918 S 61ST ST,,11,4240,Duplex N/S,Aluminum / Vinyl,2,1956,0,1948,2,6,2,0,6188,2014-01,153500
Residential,5619984700,3671 S 92ND ST,,11,4350,Ranch,Aluminum / Vinyl,1,1960,0,1048,1,3,1,1,5400,2014-01,110000
Residential,5130902000,2820 S 57TH ST,,11,4240,Ranch,Brick,1,1956,0,1013,1,3,1,0,6000,2014-01,80000
Residential,5140206000,6252 W KINNICKINNIC RIVER PK,,11,4240,Ranch,Brick,1,1957,0,977,1,3,1,0,6960,2014-01,110000
Residential,5291510000,3356 S 62ND ST,,11,4380,Ranch,Aluminum / Vinyl,1,1953,0,946,1,3,1,0,12376,2014-01,128000
Residential,5130417000,2837 S 51ST ST,,11,4240,Ranch,Brick,1,1950,0,890,1,2,1,1,7280,2014-01,99000
Residential,5120846000,2816 S 45TH ST,,11,4320,Residence O/S,Masonry / Frame,2,1935,0,1882,1,4,1,1,6800,2014-01,180000
Residential,5510678000,3666 S 20TH ST,,13,4520,Cape Cod,Aluminum / Vinyl,1,1945,0,1010,1,3,1,0,4960,2014-01,100000
Residential,5510993000,3806 S 20TH ST,,13,4520,Cape Cod,Aluminum / Vinyl,1,1943,0,953,1,3,1,0,4880,2014-01,108700
Residential,6241206000,1819 W HOLMES CT,,13,4780,Colonial,Aluminum / Vinyl,2,1973,0,2515,1,3,2,1,17990,2014-01,245000
Residential,5940646000,4524 S HOWELL AV,,13,4720,Colonial,Aluminum / Vinyl,2,1938,0,1618,1,4,2,0,5500,2014-01,152000
Residential,5970147000,4401 S 14TH ST,,13,4800,Duplex N/S,Brick,2,1958,0,2416,2,6,2,0,6750,2014-01,148000
Residential,6709995112,1564 W DENIS AV,,13,4800,Ranch,Brick,1,1967,0,1427,1,4,1,1,9594,2014-01,156500
Residential,5970410000,1816 W WHITAKER AV,,13,4660,Ranch,Brick,1,1959,0,1384,1,3,1,1,7680,2014-01,129000
Residential,6420317000,5387 S 8TH ST,,13,4800,Ranch,Aluminum / Vinyl,1,1970,0,1327,1,3,2,0,12060,2014-01,166000
Residential,6439968100,1566 W GRANGE AV,,13,4800,Ranch,Frame,1,1961,0,1326,1,3,1,1,7800,2014-01,100000
Residential,6700620000,1409 W WANDA AV,,13,4800,Ranch,Aluminum / Vinyl,1,1961,0,1059,1,3,1,0,9840,2014-01,168000
Residential,6239947000,4716 S 22ND PL,,13,4660,Residence O/S,Aluminum / Vinyl,1,1925,0,920,1,3,1,0,5805,2014-01,71500
Residential,5480817000,609 E MORGAN AV,,14,4620,Cape Cod,Block,1,1944,0,1058,1,4,1,0,4578,2014-01,132400
Residential,5401200110,3476 S AHMEDI AV,,14,4580,Colonial,Aluminum / Vinyl,2,1949,0,979,1,2,1,1,5520,2014-01,125500
Residential,4991298000,2511 S HOWELL AV,,14,4910,Cottage,Aluminum / Vinyl,1,1876,0,1211,1,2,2,0,4510,2014-01,135000
Residential,4660436000,2257 S WOODWARD ST,,14,4510,Cottage,Frame,1,1900,0,884,1,2,1,1,1640,2014-01,180000
Residential,5040661000,2737 S LOGAN AV,,14,4500,Duplex O/S,Aluminum / Vinyl,1.5,1906,0,1641,2,4,2,0,3870,2014-01,146000
Residential,5411021000,2964 E RHODE ISLAND AV,,14,4560,Milwaukee Bungalow,Aluminum / Vinyl,1,1924,0,1287,1,3,2,0,6960,2014-01,254000
Residential,5480360100,3860 S GRIFFIN AV,,14,4620,Ranch,Brick,1,1955,0,1123,1,3,1,0,9639,2014-01,130000
Residential,5031218000,2338 E OKLAHOMA AV,,14,4540,Residence O/S,Aluminum / Vinyl,2,1914,0,1770,1,2,2,1,5400,2014-01,260000
Residential,4991918000,2423 S WILLIAMS ST,,14,4910,Residence O/S,Aluminum / Vinyl,1.5,1900,0,1507,1,4,2,1,4200,2014-01,273000
Residential,5010235000,2622 S WENTWORTH AV,,14,4540,Residence O/S,Frame,2,1927,0,1440,1,3,1,0,2764,2014-01,152500
Residential,4990443000,335 E DEER PL,,14,4910,Residence O/S,Aluminum / Vinyl,1.5,1907,0,1200,1,3,1,0,2884,2014-01,142000
Residential,5030415000,2730 S DELAWARE AV,,14,4540,Residence O/S,Frame,1.5,1910,0,1118,1,3,2,0,4500,2014-01,155500
Residential,5470422000,3610 S LENOX ST,,14,4620,Residence O/S,Aluminum / Vinyl,1,1928,0,922,1,3,1,0,5580,2014-01,145000
Residential,3260307000,2555 N 33RD ST,,15,2400,Colonial,Aluminum / Vinyl,2,2006,0,1168,1,3,1,1,3360,2014-01,53000
Residential,3491171100,2100 N 29TH ST,,15,2420,Duplex O/S,Frame,2,1907,0,2676,2,4,2,0,5400,2014-01,31500
Condominium,3601596000,601 E OGDEN AV,601 LOFTS ,4,5662,APARTMENT,,1,2006,5,1536,1,2,2,0,0,2014-01,290000
Condominium,5010590100,2525 S SHORE DR,BAYVIEW TERRACE,14,5293,HI-RISE,,1,1965,5,1174,1,2,1,0,0,2014-01,195000
Condominium,3592221000,1313 N FRANKLIN PL,BREAKWATER CONDOS,4,5811,HI-RISE,,0,2009,0,2673,1,3,3,0,0,2014-01,1000000
Condominium,3960143000,234103 N BROADWAY ,BROADWAY CONDOMINIUM,4,5390,APARTMENT,,1,1893,3,746,1,1,1,0,0,2014-01,168500
Condominium,3930910000,1111 N MARSHALL ST,CITY GREEN CONDOMINIUM,4,5906,APARTMENT,,1,2007,5,1865,1,2,2,0,0,2014-01,455000
Condominium,3960427000,239 E CHICAGO ST,CITYSIDE PLAZA,4,5384,WAREHOUSE,,0,1915,0,1070,1,2,2,0,0,2014-01,228000
Condominium,2550168000,4215301 N 100TH ST,CLOISTERS NW,5,5210,APARTMENT,,1,1975,5,954,1,1,1,0,0,2014-01,49900
Condominium,2550114000,4215167 N 100TH ST,CLOISTERS NW,5,5210,APARTMENT,,1,1975,3,728,1,1,1,0,0,2014-01,22000
Condominium,3531388000,234 E RESERVOIR AV,COBBLERS LOFTS,6,5945,apartment,,1,1917,4,1255,1,2,2,0,0,2014-01,195000
Condominium,3561250000,1983 N SUMMIT AV,COMMODORE,3,5885,APARTMENT,,1,1922,5,1122,1,2,1,0,0,2014-01,125000
Condominium,3930728000,1108 N MILWAUKEE ST,COURTYARD SQUARE,4,5987,APARTMENT,,1,1983,5,975,1,2,2,0,0,2014-01,143000
Condominium,3601219100,1028 E JUNEAU AV,KNICKERBOCKER ON THE LAKE,4,5960,MIXED STYLES,,1,1927,3,560,1,1,1,0,0,2014-01,60000
Condominium,3591703000,1660 N PROSPECT AV,LANDMARK ON THE LAKE,4,5921,APARTMENT,,1,1990,4,1118,1,2,2,0,0,2014-01,218000
Condominium,3591666000,1660 N PROSPECT AV,LANDMARK ON THE LAKE,4,5921,APARTMENT,,1,0,4,954,1,2,2,0,0,2014-01,203000
Condominium,3960281000,191 N BROADWAY ,LOFTS ON BROADWAY,4,5389,APARTMENT,,1,1895,4,1234,1,1,2,0,0,2014-01,270000
Condominium,3601409000,1515 N VAN BUREN ST,LYON COURT,3,5957,APARTMENT,,2,1999,4,1530,1,2,2,0,0,2014-01,289900
Condominium,3591581000,1619 N FARWELL AV,MCCORMICK ON FARWELL,3,5853,APARTMENT,,1,2004,4,1322,1,2,2,0,0,2014-01,185000
Condominium,3930279100,929 N ASTOR ST,REGENCY HOUSE,4,5990,HI-RISE,,1,1968,4,1125,1,1,2,0,0,2014-01,215000
Condominium,3531243000,118 W RESERVOIR AV,RESERVOIR HEIGHTS,6,5940,APARTMENT,,2,1893,6,2042,1,3,2,0,0,2014-01,165000
Condominium,3970260000,141 N WATER ST,RIVERWALK PLAZA,4,5395,APARTMENT,,1,1894,2,959,1,0,1,0,0,2014-01,160500
Condominium,1450394000,6584 N BOURBON ST,ROYAL ORLEANS,2,5140,TOWN HOUSE,,2,1972,5,1176,1,3,1,1,0,2014-01,35000
Condominium,3930839100,825 N PROSPECT AV,UNIVERSITY CLUB TOWER CONDOS,4,5994,APARTMENT,,1,2007,11,6411,1,3,4,2,0,2014-01,2600000
Condominium,3930839100,825 N PROSPECT AV,UNIVERSITY CLUB TOWER CONDOS,4,5994,APARTMENT,,1,2007,11,6411,1,3,4,2,0,2014-01,2600000
Condominium,2620837000,3749101 N 88TH ST,VILLA DU COURS (ELEVATOR),5,5220,APARTMENT,,1,1974,4,1015,1,2,1,1,0,2014-01,45900
Condominium,340751000,9030E N 95TH ST,WOODLANDS,9,5060,TOWN HOUSE,,2.5,1970,5,1054,1,3,1,1,0,2014-01,27900
Condominium,341046000,8941F N SWAN RD,WOODLANDS,9,5060,TOWN HOUSE,,2.5,1970,5,1054,1,3,1,1,0,2014-01,12900
Condominium,341135000,9261J W ALLYN ST,WOODLANDS,9,5060,TOWN HOUSE,,2.5,1970,5,1054,1,3,1,1,0,2014-01,14000
Lg Apartment,1230205100,3801 W GOOD HOPE RD,4: 2-Br ,1,6612,Apartment: 4: 2-Br  Units,,2,1959,0,3628,1,0,0,0,9600,2014-01,154000
Lg Apartment,2750127000,1122 E SINGER CR,4: 2-Br ,6,6761,Apartment: 4: 2-Br  Units,,2,1957,0,3816,1,0,0,0,7560,2014-01,245000
Lg Apartment,5260504100,3476 S 92ND ST,"4: 1-Br ,12: 2-Br ",11,6881,"Apartment: 4: 1-Br ,12: 2-Br  Units",,2,1995,0,18422,1,0,0,0,28698,2014-01,1425000
Lg Apartment,5260319000,3430 S 92ND ST,4: 2-Br ,11,6820,Apartment: 4: 2-Br  Units,,2,1959,0,3100,1,0,0,0,10220,2014-01,227800
Lg Apartment,4970117000,2491 S 12TH ST,"2: 1-Br ,1: 2-Br ,1: 3-Br ",12,6780,"Apartment: 2: 1-Br ,1: 2-Br ,1: 3-Br  Units",,2,1900,0,3407,1,0,0,0,2775,2014-01,80000
Lg Apartment,4680074000,828 W WINDLAKE AV,"6: 1-Br ,2: 2-Br ",12,6780,"Apartment: 6: 1-Br ,2: 2-Br  Units",,2,1886,0,5332,1,0,0,0,7280,2014-01,164000
Commercial,2120881000,7401 W FOND DU LAC AV,,2,6218,Auto & Auto Body Repair,,1,1956,0,1272,1,0,0,0,20567,2014-01,65000
Commercial,3960491000,833 E MICHIGAN ST,,4,6460,"Parking Garage, Parking Ramp",,1,1951,0,32580,1,0,0,0,44337,2014-01,5400000
Commercial,3050805000,6425 W BURLEIGH ST,,10,6226,Single Tenant Multi Story Retail,,2,1941,0,3128,1,0,0,0,7650,2014-01,135000
Commercial,4341630000,2536 W NATIONAL AV,,8,6277,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1927,0,3216,1,0,0,0,1938,2014-01,117378
Commercial,5000102000,2660 S KINNICKINNIC AV,,14,6282,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1912,0,2884,1,0,0,0,3000,2014-01,180000
Commercial,4610641000,1812 S 13TH ST,,12,6278,"Store Bldg - Multi Story (Store & Apt, Store & O",,1,1890,0,1500,1,0,0,0,3469,2014-01,65000
Commercial,6870744000,429 W BODEN ST,,13,6290,Warehouse Building - 1 Story,,1,1987,0,22896,1,0,0,0,128502,2014-01,925000
Residential,1580202200,6166-A N 37TH ST,,1,900,Duplex N/S,Aluminum / Vinyl,1.5,1970,0,2104,2,5,2,1,4840,2014-02,70000
Residential,2260217000,6302 W SPENCER PL,,2,1490,Cape Cod,Aluminum / Vinyl,1,1951,0,807,1,2,1,0,4800,2014-02,65500
Residential,2120707000,4830 N 71ST ST,,2,1480,Milwaukee Bungalow,Aluminum / Vinyl,1,1930,0,1430,1,4,1,0,5320,2014-02,80000
Residential,1880719000,6851 W GRANTOSA DR,,2,1380,Ranch,Frame,1,1954,0,894,1,3,2,0,6240,2014-02,52000
Residential,3161654000,3022 N FARWELL AV,,3,3160,Duplex O/S,Masonry / Frame,2,1914,0,4425,2,8,3,0,4840,2014-02,297273
Residential,3170291000,2609 E NEWBERRY BL,,3,3060,Residence O/S,Brick,2,1921,0,2980,1,6,2,1,7500,2014-02,458500
Residential,2790339000,3420 N MURRAY AV,,3,3060,Residence O/S,Brick,1.5,1926,0,2104,1,5,2,0,6384,2014-02,285000
Residential,3160727000,2854 N MURRAY AV,,3,3160,Residence O/S,Aluminum / Vinyl,1.5,1907,0,1308,1,3,1,1,4760,2014-02,223000
Residential,3180165000,2667 N SUMMIT AV,,3,3060,Townhouse,Brick,2,1907,0,3285,2,4,3,1,8700,2014-02,285000
Residential,3170176000,2923 N MARIETTA AV,,3,3060,Tudor,Masonry / Frame,2,1902,0,3937,1,5,3,1,6600,2014-02,400000
Residential,2801606000,3360 N GORDON PL,,3,3320,Tudor,Brick,1.5,1931,0,1635,1,3,2,1,6000,2014-02,186000
Residential,2600224000,3613 N 100TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1956,0,1175,1,5,2,0,4800,2014-02,146000
Residential,1489952000,6352 N 118TH ST,,5,780,Cape Cod,Aluminum / Vinyl,1,1939,0,1060,1,2,1,0,21780,2014-02,65000
Residential,2620053000,3835 N 85TH ST,,5,2040,Ranch,Brick,1,1954,0,1283,1,3,2,0,12864,2014-02,130000
Residential,3030956000,2835 N 81ST ST,,5,2080,Ranch,Brick,1,1954,0,1232,1,3,2,0,5120,2014-02,164000
Residential,1840193000,10315 W LAWN AV,,5,1040,Ranch,Brick,1,1955,0,1150,1,3,1,2,7200,2014-02,105000
Residential,2520517000,7720 W FIEBRANTZ AV,,5,1470,Ranch,Aluminum / Vinyl,1,1957,0,1107,1,3,1,1,5940,2014-02,96000
Residential,3131631000,3060 N 1ST ST,,6,2930,Duplex O/S,Stucco,1.5,1903,0,1909,2,5,2,0,7500,2014-02,18000
Residential,2881131000,3292 N 51ST BL,,7,1850,Colonial,Brick,2,1931,0,2062,1,3,2,1,6171,2014-02,169600
Residential,2891048000,3301 N 52ND ST,,7,1850,Dplx Bungalow,Stone,1.5,1941,0,2414,2,4,2,1,4800,2014-02,102000
Residential,2270701000,4453 N 55TH ST,,7,1560,Dplx Bungalow,Frame,1.5,1929,0,1763,2,2,2,0,4840,2014-02,65000
Residential,2660377000,5500 W NASH ST,,7,1830,Duplex N/S,Brick,2,1951,0,2016,2,4,2,0,4662,2014-02,68000
Residential,2861046000,3275 N 29TH ST,,7,2960,Duplex O/S,Aluminum / Vinyl,1.5,1917,0,1710,2,4,2,0,4200,2014-02,35000
Residential,4590942000,1638 S 23RD ST,,8,4120,Colonial,Aluminum / Vinyl,2,2012,0,1860,1,4,2,0,4200,2014-02,99000
Residential,4950131000,2913 W LINCOLN AV,,8,4000,Dplx Bungalow,Brick,2,1924,0,2304,2,5,2,0,3600,2014-02,85000
Residential,4570002000,3705 W ORCHARD ST,,8,4060,Dplx Bungalow,Aluminum / Vinyl,1.5,1927,0,1847,2,4,2,0,3750,2014-02,90000
Residential,4360402000,3716 W DOROTHY PL,,8,4060,Duplex O/S,Aluminum / Vinyl,2,1914,0,1892,2,4,2,0,3600,2014-02,56000
Residential,380104000,8618 N 117TH ST,,9,240,Colonial,Fiber-Cement,2,2009,0,2384,1,4,2,1,12064,2014-02,285000
Residential,1170241000,8700 W SPOKANE ST,,9,480,Ranch,Brick,1,1968,0,1812,1,3,1,1,9440,2014-02,124000
Residential,1400041000,6483 N 66TH ST,,9,660,Ranch,Aluminum / Vinyl,1,1971,0,1120,1,4,1,1,9120,2014-02,89000
Residential,1430146000,8819 W DAPHNE ST,,9,480,Ranch,Aluminum / Vinyl,1,1957,0,1046,1,3,1,1,9272,2014-02,103500
Residential,3040470000,2811 N 74TH ST,,10,2080,Cape Cod,Stone,1.5,1941,0,1648,1,3,1,1,4982,2014-02,195000
Residential,4180130000,129 S 77TH ST,,10,2720,Cape Cod,Aluminum / Vinyl,1,1956,0,1210,1,4,1,1,5200,2014-02,118500
Residential,4180428000,173 S 81ST ST,,10,2720,Cape Cod,Aluminum / Vinyl,1,1948,0,1139,1,4,1,0,6962,2014-02,146000
Residential,2890666000,3333 N 57TH ST,,10,1850,Cape Cod,Brick,1,1948,0,1117,1,3,1,0,5200,2014-02,83000
Residential,3460727000,5809 W WASHINGTON BL,,10,2580,Colonial,Stucco,2,1915,0,2379,1,4,1,1,6486,2014-02,132000
Residential,3040480000,2854 N 75TH ST,,10,2080,Colonial,Aluminum / Vinyl,2,1939,0,1232,1,3,1,1,5088,2014-02,151000
Residential,3670174000,1222 N 46TH ST,,10,2610,Dplx Bungalow,Frame,2,1924,0,2531,2,6,2,0,4800,2014-02,104000
Residential,2890592000,3292 N NORWOOD PL,,10,1850,Duplex N/S,Brick,1,1953,0,1706,2,3,3,0,4800,2014-02,112000
Residential,4020713000,210 N 38TH ST,,10,2180,Duplex O/S,Aluminum / Vinyl,2,1900,0,2484,2,5,2,0,3600,2014-02,65500
Residential,3040113000,2956 N 73RD ST,,10,2080,Milwaukee Bungalow,Frame,1.5,1928,0,1570,1,3,2,0,5400,2014-02,190000
Residential,3051043000,6420 W LOCUST ST,,10,1870,Milwaukee Bungalow,Aluminum / Vinyl,1,1930,0,1564,1,2,1,1,4620,2014-02,48000
Residential,3050908000,6515 W MOLTKE AV,,10,1870,Milwaukee Bungalow,Aluminum / Vinyl,1,1929,0,1390,1,3,2,1,5760,2014-02,87900
Residential,3861011000,1130 N 50TH ST,,10,2610,Milwaukee Bungalow,Aluminum / Vinyl,1,1928,0,1291,1,3,1,0,3600,2014-02,95500
Residential,4180232000,230 S 80TH ST,,10,2720,Ranch,Block,1,1944,0,770,1,2,1,0,5560,2014-02,87500
Residential,4190517000,417 S 72ND ST,,10,2710,Residence O/S,Frame,1.5,1913,0,1186,1,3,1,0,4800,2014-02,85000
Residential,4060859000,143 N 69TH ST,,10,2720,Residence O/S,Aluminum / Vinyl,1,1913,0,972,1,3,1,0,4800,2014-02,113600
Residential,4050323000,313 N 63RD ST,,10,2700,Residence O/S,Aluminum / Vinyl,1,1924,0,845,1,2,1,0,4560,2014-02,86500
Residential,4050625000,6209 W STEVENSON ST,,10,2700,Residence O/S,Aluminum / Vinyl,1,1923,0,768,1,2,1,0,3700,2014-02,73000
Residential,5330236000,3121 S 32ND ST,,11,4400,Cape Cod,Stone,1.5,1946,0,1786,1,4,2,0,5160,2014-02,155700
Residential,4920279000,4905 W MONTROSE AV,,11,4260,Cape Cod,Aluminum / Vinyl,1,1953,0,1487,1,3,1,0,5280,2014-02,144500
Residential,5590127000,3527 S 82ND ST,,11,4340,Cape Cod,Aluminum / Vinyl,1,1939,0,1136,1,3,2,1,10680,2014-02,170000
Residential,5710555000,7031 W WATERFORD AV,,11,4430,Colonial,Aluminum / Vinyl,2,1987,0,1853,1,3,2,1,7700,2014-02,248000
Residential,5730211000,5630 W PLAINFIELD AV,,11,4420,Ranch,Aluminum / Vinyl,1,1956,0,1104,1,2,1,0,5472,2014-02,123000
Residential,5580507000,7410 W EDEN PL,,11,4330,Ranch,Aluminum / Vinyl,1,1958,0,1100,1,3,1,1,9514,2014-02,147500
Residential,5130916000,2844 S 56TH CT,,11,4240,Ranch,Brick,1,1955,0,1013,1,3,1,0,7049,2014-02,102000
Residential,5590920000,3726 S 81ST ST,,11,4340,Ranch,Aluminum / Vinyl,1,1958,0,980,1,3,1,0,9150,2014-02,123000
Residential,5300737000,3406 S 54TH ST,,11,4420,Ranch,Aluminum / Vinyl,1,1957,0,876,1,2,2,0,6350,2014-02,124000
Residential,4310840000,327 W MINERAL ST,,12,4020,Cottage,Aluminum / Vinyl,2,1900,0,1455,1,3,1,1,4500,2014-02,129500
Residential,4691924000,2141 S 17TH ST,,12,4120,Residence O/S,Aluminum / Vinyl,1,1892,0,1020,1,4,1,0,3000,2014-02,44900
Residential,5521365000,3649 S 22ND ST,,13,4360,Cape Cod,Aluminum / Vinyl,1,1949,0,1407,1,3,2,0,6450,2014-02,126000
Residential,5340546000,3256 S 23RD ST,,13,4360,Cape Cod,Brick,1.5,1949,0,1387,1,3,1,1,4850,2014-02,119000
Residential,5511010000,1826 W HOWARD AV,,13,4520,Cape Cod,Aluminum / Vinyl,1,1951,0,1291,1,3,1,1,5160,2014-02,98000
