PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Nr_of_rms,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Lg Apartment,4171501000,9142 W DIXON ST,26: 2-Br ,10,6982,Apartment: 26: 2-Br  Units,,2,1973,0,36506,1,0,0,0,0,2004-01,2200000
Lg Apartment,4171502000,9102 W DIXON ST,"26: 2-Br ,4: 3-Br ,6: 3-Br ",10,6982,"Apartment: 26: 2-Br ,4: 3-Br ,6: 3-Br  Units",,0,0,0,0,1,0,0,0,0,2004-01,3100000
Lg Apartment,4171503000,9101 W DIXON ST,"30: 2-Br ,6: 3-Br ",10,6982,"Apartment: 30: 2-Br ,6: 3-Br  Units",,2,1970,0,49692,1,0,0,0,0,2004-01,2990000
Commercial,2510314100,6826 W CAPITOL DR,,2,6230,Auto & Auto Body Repair,,1,1960,0,3864,1,0,0,0,11880,2004-01,250000
Commercial,2321005000,4453 N GREEN BAY AV,,1,6232,Auto & Auto Body Repair,,1,1956,0,3395,1,0,0,0,14521,2004-01,120000
Commercial,1530369100,6309 N 76TH ST,,2,6214,Billboard,,0,0,0,0,1,0,0,0,29634,2004-01,250000
Commercial,4692287000,1842 W FOREST HOME AV,,12,6278,Billboard,,0,0,0,0,1,0,0,0,4449,2004-01,80000
Commercial,3560311000,2159 N FARWELL AV,,3,6262,Medical Clinic,,1,1927,0,2064,1,0,0,0,4125,2004-01,175000
Commercial,3301201000,6031 W CENTER ST,,10,6250,Office Building - 1 Story,,1,1951,0,3025,1,0,0,0,4891,2004-01,50000
Commercial,3921304210,252 E HIGHLAND AV,,4,6460,Office Building - Class C,,8,1906,0,33225,1,0,0,0,14744,2004-01,1800000
Commercial,4601664000,1683 S MUSKEGO AV,,12,6278,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1895,0,11288,1,0,0,0,7050,2004-01,150000
Commercial,3611459000,1211 W VLIET ST,,4,6256,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1922,0,5919,1,0,0,0,3750,2004-01,59000
Commercial,5071224000,3060 S 13TH ST,,14,6284,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1922,0,5125,1,0,0,0,6710,2004-01,142000
Commercial,5000003000,2639 S KINNICKINNIC AV,,14,6282,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1899,0,3795,1,0,0,0,3884,2004-01,125000
Commercial,4340704000,2521 W NATIONAL AV,,8,6277,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1926,0,3418,1,0,0,0,4186,2004-01,83500
Commercial,4991296000,2501 S HOWELL AV,,14,6282,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1909,0,3284,1,0,0,0,3300,2004-01,125000
Commercial,4961916000,1701 W LINCOLN AV,,12,6281,"Store Bldg - Multi Story (Store & Apt, Store & O",,1,1890,0,2784,1,0,0,0,6000,2004-01,60000
Commercial,4691108000,1721 W FOREST HOME AV,,12,6278,"Store Building - Single tenant, 1 story",,1,1970,0,3056,1,0,0,0,13312,2004-01,260000
Commercial,3220760000,2372 N MARTIN L KING JR DR,,6,6258,"Store Building - Single tenant, 1 story",,1,1951,0,2900,1,0,0,0,3775,2004-01,85000
Commercial,829996112,7505 W BRADLEY RD,,9,6206,Strip Shopping Center,,1,1979,0,24250,1,0,0,0,67480,2004-01,595000
Commercial,5560358100,5120 W HOWARD AV,,11,6288,Strip Shopping Center,,1,1970,0,4500,1,0,0,0,16200,2004-01,275000
Commercial,5940206000,601 E BOLIVAR AV,,13,6290,Tavern,,2,1928,0,2710,1,0,0,0,5915,2004-01,189600
Commercial,6250182000,5050 S 13TH ST,,13,6420,Warehouse Building - 1 Story,,1,1995,0,60000,1,0,0,0,237968,2004-01,3200000
Commercial,2740106000,811 E VIENNA AV,,6,6420,Warehouse Building - 1 Story,,1,1949,0,32991,1,0,0,0,39160,2004-01,380000
Commercial,3650309000,1500 N 31ST ST,,15,6254,Warehouse Building - 1 Story,,1,1929,0,7920,1,0,0,0,8040,2004-01,70000
Commercial,2240319100,8210 W APPLETON AV,,5,6226,Warehouse Building - 1 Story,,1,1977,0,1120,1,0,0,0,9600,2004-01,175000
Commercial,1920905000,5206 N HOPKINS ST,,1,6232,Auto & Auto Body Repair,,1,1932,0,1653,1,0,0,0,11475,2004-02,37000
Commercial,5080305000,2953-A S 13TH ST,,14,6284,Cottage,,1,1913,0,747,1,0,0,0,4200,2004-02,102900
Commercial,3281662000,4527 W CENTER ST,,15,6250,Day Care Center,,1,1968,0,1720,1,0,0,0,3880,2004-02,35000
Commercial,4703802000,2209 S MUSKEGO AV,,8,6278,Office Building - 1 Story,,1,1925,0,1818,1,0,0,0,6636,2004-02,60000
Commercial,2620414000,8426 W LISBON AV,,5,6226,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1953,0,4058,1,0,0,0,4800,2004-02,195000
Commercial,4691009000,1822 W LINCOLN AV,,12,6281,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1913,0,3375,1,0,0,0,3000,2004-02,50000
Commercial,4701008000,2206 S MUSKEGO AV,,8,6278,"Store Bldg - Multi Story (Store & Apt, Store & O",,1,1895,0,2020,1,0,0,0,6966,2004-02,130000
Commercial,4600866100,1577 W GREENFIELD AV,,12,6277,"Store Building - Single tenant, 1 story",,1,1913,0,11559,1,0,0,0,12108,2004-02,340000
Commercial,3540041100,2237 N HOLTON ST,,6,6418,Svs Station w Conv Store,,1,1966,0,1511,1,0,0,0,17760,2004-02,850000
Commercial,4690653000,2179 S 14TH ST,,12,6278,Tavern,,2,1926,0,3650,1,0,0,0,4200,2004-02,135000
Commercial,2749981111,925 E ABERT PL,,6,6238,Warehouse Building - 1 Story,,1,1954,0,2799,1,0,0,0,23453,2004-02,160000
Commercial,3290417200,2674 N 53RD ST,,10,6250,Warehouse Building - 1 Story,,1,1927,0,2368,1,0,0,0,2591,2004-02,25000
Vacant Land,439998114,8701 N 76TH PL,,9,6202,Commercial Land,,0,0,0,0,1,0,0,0,48075,2004-02,62000
Commercial,2120863000,7410 W HAMPTON AV,,2,6226,Billboard,,0,0,0,0,1,0,0,0,11136,2004-03,220000
Commercial,4589976000,3111 W GREENFIELD AV,,8,6274,Billboard,,0,0,0,0,1,0,0,0,2370,2004-03,98000
