PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Nr_of_rms,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Commercial,2070020000,5150 N 32ND ST,,1,6420,Multi Story Warehouse,,2,1941,0,47385,1,0,0,0,61420,2007-02,415000
Commercial,3920690113,700 N WATER ST,,4,6475,Office Building - Class B,,14,1928,0,153201,1,0,0,0,15800,2007-02,10650000
Commercial,3590819000,1458 N FRANKLIN PL,,3,6262,Parking Lot,,0,0,0,0,1,0,0,0,3100,2007-02,87000
Commercial,5001412000,2499 S DELAWARE AV,,14,6282,Service Building,,1,1885,0,828,1,0,0,0,13816,2007-02,530000
Commercial,3480972000,3821 W NORTH AV,,15,6242,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1914,0,9060,1,0,0,0,7200,2007-02,310000
Commercial,2830923000,3381 N MARTIN L KING JR DR,,6,6240,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1923,0,7726,1,0,0,0,12580,2007-02,170000
Commercial,2300062000,2717 W ATKINSON AV,,1,6234,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1928,0,5360,1,0,0,0,4184,2007-02,285000
Commercial,3661718000,3730 W VLIET ST,,15,6254,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1908,0,3932,1,0,0,0,3840,2007-02,77000
Commercial,3461901000,5500 W VLIET ST,,10,6252,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1920,0,3651,1,0,0,0,7344,2007-02,221000
Commercial,2822501100,3275 N RICHARDS ST,,6,6240,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1903,0,2624,1,0,0,0,7200,2007-02,20000
Commercial,4332209000,1214 S CESAR E CHAVEZ DR,,12,6277,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1885,0,2480,1,0,0,0,2808,2007-02,120000
Commercial,5319970110,4700 W FOREST HOME AV,,11,6288,Store Building - Multiple Tenants,,1,1940,0,3276,1,0,0,0,6545,2007-02,190000
Commercial,4950061000,2723 W LINCOLN AV,,8,6283,"Store Building - Single tenant, 1 story",,1,1941,0,978,1,0,0,0,3600,2007-02,65000
Commercial,3850604100,5625 W WELLS ST,,10,6272,"Store Building - Single tenant, 1 story",,1,1900,0,894,1,0,0,0,1985,2007-02,67500
Commercial,3540816110,1850 N WATER  ST,,3,6264,Tavern,,2,1880,0,3196,1,0,0,0,9382,2007-02,550000
Commercial,5070820000,3001 S 9TH ST,,14,6284,Tavern,,1,1904,0,2416,1,0,0,0,7320,2007-02,178000
Commercial,4190671100,540 S 76TH ST,,10,6272,Tavern,,1,1915,0,2110,1,0,0,0,8460,2007-02,227000
Commercial,3149999114,1001 E CHAMBERS ST,,3,6423,Warehouse Building - 1 Story,,1,2003,0,11900,1,0,0,0,30906,2007-02,675000
Commercial,1780107000,9626 W CARMEN AV,,2,6212,Warehouse Building - 1 Story,,1,1961,0,3851,1,0,0,0,4936,2007-02,165500
Commercial,3271501000,2667 N 35TH ST,,15,6242,Warehouse Building - 1 Story,,1,1949,0,1701,1,0,0,0,2600,2007-02,50000
Commercial,4000951000,2620 W ST PAUL AV,,4,6270,Billboard,,0,0,0,0,1,0,0,0,14618,2007-03,250000
Commercial,2722105000,3565 N MARTIN L KING JR DR,,6,6240,Day Care Center,,1,1952,0,1348,1,0,0,0,3855,2007-03,73200
Commercial,5529937000,3800 S 27TH ST,,13,6286,Medical Clinic,,1,1954,0,3351,1,0,0,0,9000,2007-03,270000
Commercial,4280320100,234 W FLORIDA ST,,12,6275,Multi Story Warehouse,,6,1892,0,101365,1,0,0,0,18644,2007-03,1900000
Commercial,4950297000,2800 W FOREST HOME AV,,8,6283,Office Building - Multi Story ( Ofc & Apt),,2,1884,0,5688,1,0,0,0,3255,2007-03,240000
Commercial,4340704000,2521 W NATIONAL AV,,8,6277,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1926,0,3418,1,0,0,0,4186,2007-03,163000
Commercial,3890928100,2600 W STATE ST,,4,6270,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1909,0,3014,1,0,0,0,5879,2007-03,50000
Commercial,4703818000,2221 S MUSKEGO AV,,8,6278,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1904,0,2912,1,0,0,0,3435,2007-03,30650
Commercial,2240747000,7908 W APPLETON AV,,5,6226,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1959,0,2432,1,0,0,0,4800,2007-03,165000
Commercial,341161000,9104 W BROWN DEER RD,,9,6202,Strip Shopping Center,,1,1974,0,7897,1,0,0,0,32800,2007-03,600000
Commercial,1519964111,9610 W FOND DU LAC AV,,2,6418,"Svc Station w Conv, Retail, Restaurant and Carwa",,1,1977,0,6500,1,0,0,0,38114,2007-03,900000
Commercial,4621111100,536 W LAPHAM BL,,12,6418,Svs Station w Conv Store,,1,1968,0,2337,1,0,0,0,18019,2007-03,945000
Commercial,4971234000,1027 W LINCOLN AV,,12,6281,Tavern,,2,1902,0,4176,1,0,0,0,3600,2007-03,114500
Commercial,4600506000,1707 W MITCHELL ST,,12,6278,Tavern,,1,1932,0,1204,1,0,0,0,3120,2007-03,40000
Commercial,2730211000,3860 N PALMER ST,,6,6240,Warehouse Building - 1 Story,,1,1935,0,16978,1,0,0,0,57499,2007-03,330000
Commercial,1360001110,6464 N TEUTONIA AV,,1,6216,Warehouse Building - 1 Story,,1,1956,0,12515,1,0,0,0,37392,2007-03,435000
Commercial,1049992100,5215 W CLINTON AV,,9,6208,Warehouse Building - 1 Story,,1,1960,0,6284,1,0,0,0,18596,2007-03,220000
Vacant Land,50094000,9296 N BURBANK AV,,9,40,**,,0,0,0,0,0,0,0,0,11129,2007-03,46700
Vacant Land,50094000,9296 N BURBANK AV,,9,40,**,,0,0,0,0,0,0,0,0,11129,2007-03,68000
Lg Apartment,3600501000,918 E KNAPP ST,,4,6974,Apartment:  Units,,3,1897,0,16825,1,0,0,0,8937,2007-04,1024320
Commercial,30031100,9520 N 107TH ST,,9,6202,Auto & Auto Body Repair,,1,1977,0,6000,1,0,0,0,70001,2007-04,400000
Commercial,4690783000,1520 W LINCOLN AV,,12,6281,Billboard,,0,0,0,0,1,0,0,0,3840,2007-04,295000
Commercial,5779988100,4220 S 27TH ST,,13,6286,Medical Clinic,,2,1971,0,8160,1,0,0,0,27600,2007-04,850000
Commercial,6680702000,2730 W RAMSEY AV,,13,6449,Nursing Home,,1,1970,0,62714,1,0,0,0,142398,2007-04,2370200
Commercial,2310491100,2116 W CORNELL ST,,1,6232,Pole Building,,1,1950,0,4860,1,0,0,0,54450,2007-04,280000
Commercial,4660121000,384 E BAY ST,,14,6282,Residence Old/Style,,2,1890,0,1564,1,0,0,0,18066,2007-04,280000
Commercial,2079985000,2900 W HAMPTON AV,,1,6232,Service Building,,1,1929,0,5088,1,0,0,0,6243,2007-04,120000
Commercial,3921200000,1119 N WATER ST,,4,6460,"Store Bldg - Multi Story (Store & Apt, Store & O",,4,1909,0,35240,1,0,0,0,8100,2007-04,2600000
Commercial,3530207000,2241 N MARTIN L KING JR DR,,6,6266,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1924,0,15000,1,0,0,0,7500,2007-04,523000
Commercial,3281211000,4842 W LISBON AV,,15,6250,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1924,0,3284,1,0,0,0,2925,2007-04,215000
Commercial,4610617000,1729 S 11TH ST,,12,6278,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1900,0,2925,1,0,0,0,3500,2007-04,150000
Commercial,5080008000,2873 S 13TH ST,,14,6284,"Store Bldg - Multi Story (Store & Apt, Store & O",,1.5,1896,0,2419,1,0,0,0,4200,2007-04,95000
Commercial,2879999000,3517 W TOWNSEND ST,,7,6242,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1939,0,2318,1,0,0,0,2960,2007-04,94000
Commercial,2050198000,1962 W HAMPTON AV,,1,6232,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1955,0,1986,1,0,0,0,9656,2007-04,55000
Commercial,5139960200,5800 W OKLAHOMA AV,,11,6288,"Store Building - Single tenant, 1 story",,1,1959,0,4000,1,0,0,0,10000,2007-04,215000
Commercial,2500112100,6330 W CAPITOL DR,,2,6230,"Store Building - Single tenant, 1 story",,1,1961,0,3936,1,0,0,0,9600,2007-04,278300
Commercial,5810619000,4270 S HOWELL AV,,13,6290,"Store Building - Single tenant, 1 story",,1,1968,0,3024,1,0,0,0,8906,2007-04,360500
Commercial,3271861000,2355 N 35TH ST,,15,6455,Super Market,,1,2001,0,63201,1,0,0,0,247726,2007-04,7400000
Commercial,4591009000,2000 W MITCHELL ST,,8,6278,Tavern,,2,1890,0,2840,1,0,0,0,3600,2007-04,100000
Commercial,6870742000,401 W BODEN ST,,13,6290,Warehouse Building - 1 Story,,1,1987,0,12000,1,0,0,0,44431,2007-04,650000
Commercial,3261547000,2440 N 35TH ST,,15,6242,Warehouse Building - 1 Story,,1,1957,0,3248,1,0,0,0,3600,2007-04,72500
Vacant Land,3531821000,501 W BROWN ST,,6,2920,**,,0,0,0,0,0,0,0,0,3585,2007-04,28000
Lg Apartment,2100155100,5716 W HAMPTON AV,"2: 1-Br ,23: 2-Br ",7,6971,"Apartment: 2: 1-Br ,23: 2-Br  Units",,2,1966,0,28312,1,0,0,0,30730,2007-05,1200000
Commercial,2120661100,6814 W HAMPTON AV,,2,6218,Billboard,,0,0,0,0,1,0,0,0,10860,2007-05,230000
Commercial,3491038100,3013 W NORTH AV,,15,6242,Billboard,,0,0,0,0,1,0,0,0,17880,2007-05,125000
Commercial,3970333000,101 W WISCONSIN AV,,4,6475,Hotel Extended Stay,,8,1900,0,133188,1,0,0,0,23671,2007-05,13604200
Commercial,3050531100,7100 W CENTER ST,,10,6226,Office Building - 1 Story,,1,1952,0,6982,1,0,0,0,13647,2007-05,396400
Commercial,3530862100,1825 N MARTIN L KING JR DR,,6,6266,Office Building - Multi Story ( Ofc & Apt),,2,2001,0,11134,1,0,0,0,9211,2007-05,860000
Commercial,2871316000,3801 W FOND DU LAC AV,,7,6242,Office Building - Multi Story ( Ofc & Apt),,2,1928,0,6150,1,0,0,0,6420,2007-05,120000
Commercial,6410012100,5201 S HOWELL AV,,13,6409,Parking Lot,,1,1979,0,1368,1,0,0,0,379625,2007-05,12300000
Commercial,3479992000,5027 W NORTH AV,,15,6250,Residence With Commercial Usage,,2,1900,0,3380,1,0,0,0,8040,2007-05,230000
Commercial,3460842000,5924 W VLIET ST,,10,6252,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1922,0,8613,1,0,0,0,8270,2007-05,475000
Commercial,4350458000,3435 W SCOTT ST,,8,6274,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1909,0,5343,1,0,0,0,4575,2007-05,225000
Commercial,5030954000,2906 S DELAWARE AV,,14,6282,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1925,0,5195,1,0,0,0,7020,2007-05,380000
Commercial,3280403000,4703 W CENTER ST,,15,6250,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1964,0,3860,1,0,0,0,3604,2007-05,188000
Commercial,2320904100,1951 W HAMPTON AV,,1,6232,Store Building - Multiple Tenants,,1,1949,0,6542,1,0,0,0,13563,2007-05,300000
Commercial,3220758000,2366 N MARTIN L KING JR DR,,6,6258,"Store Building - Single tenant, 1 story",,1,1890,0,1037,1,0,0,0,3000,2007-05,80000
Commercial,5051148100,108 E DAKOTA ST,,14,6282,Strip Shopping Center,,1,1984,0,5298,1,0,0,0,18518,2007-05,560000
Commercial,3890120110,2630 W WISCONSIN AV,,4,6270,Svs Station w Conv Store,,1,1983,0,846,1,0,0,0,22990,2007-05,922000
Commercial,6260321000,5050 S 2ND ST,,13,6420,Warehouse Building - 1 Story,,1,1969,0,50972,1,0,0,0,78539,2007-05,2623700
Commercial,6410052000,5140 S 3RD ST,,13,6420,Warehouse Building - 1 Story,,2,1978,0,16820,1,0,0,0,75185,2007-05,2021800
Commercial,2860958000,3103 N 28TH ST,,7,6242,Warehouse Building - 1 Story,,1,1923,0,1848,1,0,0,0,5355,2007-05,134000
Condominium,4621647000,215 W MAPLE ST,PARTS HOUSE LOFTS CONDOMINIUMS,12,5283,APARTMENT,,1,1921,1,750,1,0,1,0,0,2007-06,125500
Lg Apartment,1020301100,3700 W JUNIPER CT,"9: 3-Br ,31: 3-Br ",1,6970,"Apartment: 9: 3-Br ,31: 3-Br  Units",,0,1969,0,47061,1,0,0,0,115143,2007-06,2450000
Lg Apartment,3881601110,1143 N 29TH ST,"30: 1-Br ,15: 2-Br ",4,6976,"Apartment: 30: 1-Br ,15: 2-Br  Units",,3,1968,0,45033,1,0,0,0,22942,2007-06,1191400
Lg Apartment,2149991100,8869 W APPLETON AV,"7: 2-Br ,17: 3-Br ",5,6967,"Apartment: 7: 2-Br ,17: 3-Br  Units",,2,1964,0,29050,1,0,0,0,60600,2007-06,1534000
Commercial,4270401110,920R W BRUCE ST,,12,6411,Bulk Storage,,0,0,0,0,1,0,0,0,140243,2007-06,500000
Commercial,4620432000,1501 S 3RD ST,,12,6279,Duplex - Cottage,,2,1885,0,2134,1,0,0,0,3500,2007-06,130000
Commercial,3611801110,1104 N OLD WORLD THIRD ST,,4,6460,Office Building - Class B,,6,1923,0,105328,1,0,0,0,19519,2007-06,9500000
Commercial,5560012000,5335 W FOREST HOME AV,,11,6288,Office Building - Multi Story ( Ofc & Apt),,2,1965,0,10684,1,0,0,0,13116,2007-06,570000
Commercial,3611802100,1124 N OLD WORLD THIRD ST,,4,6460,Parking Lot,,0,0,0,36186,1,0,0,0,48344,2007-06,2450000
Commercial,800121000,8844 W CALUMET RD,,9,6202,Ranch,,1,1957,0,1312,1,0,0,0,114315,2007-06,250000
Commercial,4601665000,1679 S MUSKEGO AV,,12,6278,Single Tenant Multi Story Retail,,2,1903,0,10350,1,0,0,0,6225,2007-06,172500
Commercial,4320779100,625 W NATIONAL AV,,12,6275,Sit Down Restaurant,,1,1900,0,3484,1,0,0,0,3500,2007-06,380000
Commercial,3921010100,342 N WATER ST,,4,6296,"Store Bldg - Multi Story (Store & Apt, Store & O",,8,1910,0,113339,1,0,0,0,24312,2007-06,5378650
Commercial,3491001000,2901 W NORTH AV,,15,6242,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1921,0,4615,1,0,0,0,3240,2007-06,253000
Commercial,4340512000,2436 W GREENFIELD AV,,8,6277,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1892,0,4036,1,0,0,0,3600,2007-06,120000
Commercial,3540794000,928 E BRADY ST,,3,6264,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1895,0,3713,1,0,0,0,2500,2007-06,250000
Commercial,4971233000,1025 W LINCOLN AV,,12,6281,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1900,0,3240,1,0,0,0,3600,2007-06,132980
Commercial,4660511000,2212 S KINNICKINNIC AV,,14,6282,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1890,0,2678,1,0,0,0,3243,2007-06,195000
Commercial,3680607100,5901 W VLIET ST,,10,6252,"Store Building - Single tenant, 1 story",,1,1992,0,1080,1,0,0,0,6948,2007-06,350000
Commercial,1750207110,5902 N 76TH ST,,2,6214,Strip Shopping Center,,1,1982,0,17637,1,0,0,0,40800,2007-06,1325000
Commercial,2810701110,701 E KEEFE AV,,3,6238,Tavern,,2,1923,0,3414,1,0,0,0,3600,2007-06,125000
Commercial,6680064122,5801 S 27TH ST,,13,6286,Used Car Sale,,1,1969,0,5323,1,0,0,0,25500,2007-06,950000
Commercial,2419992100,532 E CAPITOL DR,,6,6423,Warehouse Building - 1 Story,,1,1930,0,131640,1,0,0,0,291286,2007-06,2700000
Commercial,410031000,9300 W HEATHER AV,,9,6202,Warehouse Building - 1 Story,,1,1998,0,21153,1,0,0,0,86597,2007-06,1125000
Commercial,6429990111,5111 S 9TH ST,,13,6420,Warehouse Building - 1 Story,,1,1984,0,800,1,0,0,0,471755,2007-06,9000000
Commercial,2681203000,3945 N 35TH ST,,7,6234,Billboard,,0,0,0,0,1,0,0,0,14341,2007-07,250000
Commercial,3500805000,2025 W FOND DU LAC AV,,15,6256,Billboard,,0,0,0,0,1,0,0,0,3473,2007-07,200000
Commercial,1901701100,5803 W SILVER SPRING DR,,2,6218,Cape Cod,,1.5,1950,0,1591,1,0,0,0,123972,2007-07,1925000
Commercial,2690434000,3420 N 35TH ST,,7,6240,Not Listed (Exm or Mfg),,0,0,0,0,1,0,0,0,571725,2007-07,3899000
Commercial,1920311000,3602 W VILLARD AV,,1,6232,Office Building - Multi Story ( Ofc & Apt),,2,1922,0,6288,1,0,0,0,5400,2007-07,78400
Commercial,330351000,8488 W BROWN DEER RD,,9,6415,Pharmacy,,1,1995,0,14935,1,0,0,0,64468,2007-07,4667000
Commercial,4590509000,1768 S MUSKEGO AV,,8,6278,Residence Old/Style,,1,1906,0,946,1,0,0,0,5700,2007-07,130000
Commercial,330142000,8940 N 85TH ST,,9,6451,"Sport, Health & Recreational Properties",,1,1977,0,21686,1,0,0,0,53579,2007-07,475000
Commercial,4040574000,5300 W BLUE MOUND RD,,10,6272,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1927,0,7622,1,0,0,0,8789,2007-07,360000
Commercial,3210759000,705 E CENTER ST,,3,6260,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1927,0,3879,1,0,0,0,3600,2007-07,325000
Commercial,3680603000,5921 W VLIET ST,,10,6252,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1914,0,3700,1,0,0,0,4100,2007-07,330000
Commercial,5100115000,3431 W FOREST HOME AV,,11,6283,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1920,0,3360,1,0,0,0,5850,2007-07,200000
Commercial,3061397000,5112 W CENTER ST,,10,6250,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1956,0,2352,1,0,0,0,3600,2007-07,78000
Commercial,3111114000,1402 W HOPKINS ST,,15,6256,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1891,0,1144,1,0,0,0,854,2007-07,16000
Commercial,2260596000,6523 W FOND DU LAC AV,,2,6230,"Store Building - Single tenant, 1 story",,1,1970,0,2000,1,0,0,0,4800,2007-07,164000
Commercial,4601010000,1550 W MITCHELL ST,,12,6280,"Store Building - Single tenant, 1 story",,1,1895,0,994,1,0,0,0,2080,2007-07,45000
Commercial,2140109000,8460 W HAMPTON AV,,5,6226,"Store Building - Single tenant, 1 story",,1,1967,0,750,1,0,0,0,8084,2007-07,40000
Commercial,5409990100,1601 E OKLAHOMA AV,,14,6282,Strip Shopping Center,,1,1965,0,21740,1,0,0,0,81239,2007-07,1250000
Commercial,2241221000,8329 W APPLETON AV,,5,6226,Strip Shopping Center,,1,1990,0,13911,1,0,0,0,41224,2007-07,1125000
Commercial,5941007110,110 E LAYTON AV,,13,6418,Svs Station w Conv Store,,1,1964,0,1744,1,0,0,0,26428,2007-07,715000
Commercial,3610523000,1023 N OLD WORLD THIRD ST,,4,6460,Tavern,,2,1894,0,10739,1,0,0,0,5824,2007-07,525000
Commercial,1810512000,12104 W CARMEN AV,,5,6212,Warehouse Building - 1 Story,,1,1997,0,6735,1,0,0,0,44213,2007-07,465000
Commercial,2730808000,3832 N HUBBARD ST,,6,6240,Warehouse Building - 1 Story,,1,1942,0,6174,1,0,0,0,11754,2007-07,300000
Commercial,1820231100,11911 W SILVER SPRING RD,,5,6212,Warehouse Building - 1 Story,,1,1980,0,6000,1,0,0,0,139697,2007-07,1300000
Vacant Land,4571373000,1745 S 38TH ST,,8,6420,Commercial Land,,0,0,0,0,1,0,0,0,164831,2007-07,246000
Residential,3230462200,2624 N 6TH ST,,6,2920,AP 1,Block,2,1956,0,1920,4,4,1,0,5250,2007-08,42500
Residential,50093000,9286 N BURBANK AV,,9,40,Colonial,Aluminum / Vinyl,2,2007,0,2237,1,4,2,1,11129,2007-08,257000
Lg Apartment,4339943000,1630 W NATIONAL AV,"23: 1-Br ,6: 2-Br ",12,6978,"Apartment: 23: 1-Br ,6: 2-Br  Units",,3,1970,0,26415,1,0,0,0,15392,2007-08,950000
Commercial,2550058211,10000 W CAPITOL DR,,5,6226,"Custard Stand, Drive-In",,1,1962,0,1952,1,0,0,0,15000,2007-08,290000
Commercial,320082000,8300 W BROWN DEER RD,,9,6440,Fast Food Operation,,1,1976,0,4495,1,0,0,0,53317,2007-08,765828
Commercial,5400893100,3133 S KINNICKINNIC AV,,14,6440,Fast Food Operation,,1,1977,0,1710,1,0,0,0,15639,2007-08,754200
Commercial,2830691100,912 W BURLEIGH ST,,6,6465,Funeral Home,,2,1904,0,2625,1,0,0,0,7200,2007-08,80000
Commercial,4359998110,2716 W NATIONAL AV,,8,6452,Neighborhood Center,,1,1960,0,68743,1,0,0,0,145490,2007-08,5027800
Commercial,3590813100,1441 N FARWELL AV,,3,6262,Office Building - 1 Story,,1,1923,0,3700,1,0,0,0,7900,2007-08,840000
Commercial,3220075000,2634 N MARTIN L KING JR DR,,6,6258,Residence With Commercial Usage,,2,1910,0,2512,1,0,0,0,4500,2007-08,165000
Commercial,5829948110,4030 S PINE AV,,14,6290,Service Building,,1,1948,0,8375,1,0,0,0,34884,2007-08,350000
Commercial,2730225000,3913 N PALMER ST,,6,6236,Service Building,,1,1949,0,4965,1,0,0,0,7140,2007-08,260000
Commercial,5579962000,6223 W FOREST HOME AV,,11,6288,Service Building,,1,1958,0,3200,1,0,0,0,9570,2007-08,250000
Commercial,5960071100,800 W LAYTON AV,,13,6290,Sit Down Restaurant,,2,1974,0,16804,1,0,0,0,84848,2007-08,1430000
Commercial,4311039000,321 W NATIONAL AV,,12,6275,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1890,0,3839,1,0,0,0,3570,2007-08,270000
Commercial,4581206000,2900 W LAPHAM ST,,8,6274,"Store Bldg - Multi Story (Store & Apt, Store & O",,1.5,1900,0,1964,1,0,0,0,4350,2007-08,145000
Commercial,2050124100,1708 W HAMPTON AV,,1,6418,Svc Station w Conv and Carwash,,1,1988,0,2142,1,0,0,0,39427,2007-08,900000
Commercial,400041000,8628 N 107TH ST,,9,6418,"Svc Station w Conv, Retail, Restaurant and Carwa",,1,1979,0,6752,1,0,0,0,20609,2007-08,1200000
Commercial,4690904000,1900 W LINCOLN AV,,12,6281,Tavern,,2,1905,0,3400,1,0,0,0,3000,2007-08,160000
Commercial,4350057000,3412 W NATIONAL AV,,8,6274,Tavern,,2,1901,0,3150,1,0,0,0,5560,2007-08,100000
Commercial,2070688000,2830 W STARK ST,,1,6232,Warehouse Building - 1 Story,,1,1952,0,14469,1,0,0,0,23392,2007-08,310000
Commercial,5940477100,4330 S HOWELL AV,,13,6290,Warehouse Building - 1 Story,,1,1938,0,13362,1,0,0,0,13662,2007-08,360000
Commercial,1709999110,2826 W SILVER SPRING DR,,1,6218,Warehouse Building - 1 Story,,1,1950,0,4000,1,0,0,0,268765,2007-08,400000
Vacant Land,4269929000,1740 W PIERCE ST,,8,6978,Commercial Land,,0,0,0,0,1,0,0,0,50646,2007-08,179000
